Id,SalePrice
1461,118634.79683494802
1462,120528.21886451734
1463,180041.31685111197
1464,199615.21629448622
1465,209256.89194311944
1466,173141.7275225485
1467,187783.54380740877
1468,160765.20394982936
1469,188288.53721902735
1470,117858.6370956756
1471,178348.55855614657
1472,99471.16504371451
1473,97221.18175630961
1474,144296.73207105542
1475,109935.75656656844
1476,357705.5613207099
1477,261380.50657323046
1478,299999.92795813474
1479,292105.4853145854
1480,521187.5206160647
1481,302109.33112083544
1482,203583.73960944056
1483,174384.70007452698
1484,161056.61259987563
1485,189897.38181083679
1486,194096.50793672865
1487,344667.46057499247
1488,232802.80784705703
1489,198128.34376346838
1490,243450.90722416213
1491,189931.99842430305
1492,93599.72336868919
1493,194475.8905125035
1494,296456.03696305945
1495,297610.8630558672
1496,231555.44781071224
1497,183991.6228997164
1498,178796.1798306744
1499,161977.64193815677
1500,154042.8243556361
1501,176049.0465814043
1502,143069.96439491762
1503,304023.44145938323
1504,245365.2987536603
1505,234256.41765484025
1506,187206.25092503589
1507,255381.17614051193
1508,196909.81371379376
1509,159142.87728891254
1510,144129.66113455626
1511,163673.83612069752
1512,174117.47078469134
1513,146821.42233601896
1514,197411.33411436164
1515,180814.22864375432
1516,141967.56351015496
1517,163190.7693614103
1518,125264.88858854643
1519,217954.96286999382
1520,128913.11249840952
1521,130067.03310158142
1522,182670.38228671302
1523,112479.2222335439
1524,122463.68947115027
1525,116996.58303050359
1526,112166.58370732196
1527,106395.19674549928
1528,138123.09814410403
1529,169691.73685584086
1530,201293.91429797388
1531,110676.35846341064
1532,103269.86545033762
1533,155364.0537573816
1534,133206.7247310774
1535,144615.63603023905
1536,104573.28909691326
1537,67063.45896600149
1538,135276.9543119001
1539,192402.4255367758
1540,72955.07194460485
1541,141236.11888832122
1542,164983.49439264927
1543,188951.1568241376
1544,89832.22892420177
1545,118668.38355182829
1546,141158.10170127288
1547,134069.67450885638
1548,152475.13507968647
1549,131879.70893060297
1550,136720.420393076
1551,111921.59789126835
1552,147183.15525437891
1553,141525.998115959
1554,119961.65874604436
1555,163171.48695889238
1556,90337.85934375416
1557,122540.14722716376
1558,102749.79286140755
1559,62122.15391285101
1560,135890.7763750522
1561,121734.54098291122
1562,136322.46923843626
1563,121938.1505129322
1564,166790.58970471015
1565,153635.10706440397
1566,236255.97945235562
1567,77672.43826652986
1568,234989.3189009702
1569,134958.80113238702
1570,131136.87488147846
1571,118722.30444968144
1572,140959.46289180696
1573,269800.09159137955
1574,126255.77360147006
1575,224732.1597074684
1576,254327.37559874597
1577,179352.8741612733
1578,133727.8622960266
1579,145461.6101790436
1580,197922.17280025463
1581,154545.07670170694
1582,127596.26274662836
1583,319608.28287806286
1584,224402.64369325934
1585,133677.01113308466
1586,73201.60529314155
1587,133691.31163265053
1588,142242.5049728577
1589,106620.21743852615
1590,131092.98461014792
1591,94607.57842704412
1592,123409.08013344857
1593,125570.20038277647
1594,107476.3285939158
1595,108477.4024439879
1596,222789.66361038497
1597,176502.82130857292
1598,222730.45489602536
1599,157311.94792976588
1600,151756.6687852987
1601,60888.57138630817
1602,120838.68415662787
1603,70323.12569137417
1604,268704.53174502804
1605,240312.50543278846
1606,170737.54200119735
1607,188524.2383011014
1608,211108.7782815036
1609,189622.69107094163
1610,155088.7355372405
1611,136316.23704799058
1612,172198.75460325254
1613,175188.8264550721
1614,112645.5601011179
1615,91732.34710745617
1616,81285.88001325614
1617,94091.66313779457
1618,137038.5923082458
1619,138217.60190580945
1620,138985.47794743077
1621,143305.19608718826
1622,150583.6007574314
1623,266325.24043757224
1624,208479.35553249076
1625,115632.82580050634
1626,170842.15335808002
1627,194533.3988409789
1628,264983.0179628687
1629,182226.5371052797
1630,357063.0658647205
1631,247177.13263529513
1632,249271.42795462822
1633,176267.52644830727
1634,180036.8070225477
1635,174326.73487704186
1636,156666.8932478682
1637,223901.16831936766
1638,183988.87261384717
1639,185281.3491629688
1640,231199.67237029894
1641,180677.19494328392
1642,253455.62663102365
1643,230339.25540176424
1644,233637.48076952744
1645,239941.75111846
1646,162062.32630693234
1647,155396.30090989562
1648,131430.4899967066
1649,138016.32942589495
1650,113255.61119968524
1651,115027.8173234328
1652,97410.06759761434
1653,101479.39358871878
1654,144178.742191909
1655,131554.2516504364
1656,141575.24008296482
1657,151326.5081378104
1658,146415.59004732908
1659,122572.17420908283
1660,151507.82737029094
1661,454668.8896000218
1662,407518.64247871254
1663,389263.0328898438
1664,460873.0223790025
1665,317674.01173167175
1666,288677.6197179654
1667,377571.9008599665
1668,334854.20863893453
1669,308295.48528319265
1670,365970.2226327255
1671,279276.6278878752
1672,445999.58318696433
1673,289975.3607688957
1674,249039.58138936514
1675,198303.6334367652
1676,196837.05797905283
1677,217039.91423566826
1678,520835.40402589715
1679,378950.9614649833
1680,337605.68422002235
1681,249156.7140008091
1682,301551.6984820862
1683,191976.15310443548
1684,176457.1837183376
1685,169921.06514780465
1686,164809.90392405543
1687,174360.58765413106
1688,187332.2956188221
1689,189939.368849963
1690,192986.15464265653
1691,181943.65702630515
1692,249557.7595555408
1693,175344.10153772502
1694,183492.81203106366
1695,178349.49306043098
1696,291830.98767762916
1697,184350.81798060448
1698,355191.02618461876
1699,332202.0512253295
1700,266940.0931523528
1701,276245.9055795608
1702,246166.88455057555
1703,243581.43815471957
1704,276246.33383855975
1705,214728.69073941954
1706,210648.70501213643
1707,208577.2643173956
1708,206026.93579150253
1709,262851.44573705684
1710,217877.80551424198
1711,261511.42516634942
1712,255925.58744225983
1713,296152.58006344555
1714,227804.30795986584
1715,211121.062741302
1716,185222.5354456057
1717,173091.33640787198
1718,140220.5416447916
1719,198779.12400076137
1720,218622.22457059912
1721,153343.71176942054
1722,118751.40194424143
1723,149335.85825960358
1724,211037.6426053414
1725,236725.52339685932
1726,186312.31540819744
1727,149100.34175082573
1728,162995.23275290846
1729,162192.8008693271
1730,138809.60733723073
1731,121383.71295620225
1732,134252.9544205108
1733,109983.0667671668
1734,154868.33193264512
1735,119165.01880426648
1736,111124.01152435229
1737,292894.2626385795
1738,260616.25327014108
1739,235392.87374442868
1740,216086.25349725105
1741,192107.77094432656
1742,173729.27498997716
1743,175447.712014621
1744,401586.4025855699
1745,216121.2870520321
1746,186674.7354387474
1747,220261.45456143847
1748,219604.7411351412
1749,141994.7457363745
1750,126555.74085562932
1751,240687.06073351073
1752,113011.72499555918
1753,152118.08967343887
1754,194379.29679537102
1755,160891.73122142022
1756,130101.27471398503
1757,116910.89387387622
1758,149442.0984278294
1759,158830.77792040675
1760,172473.08140791015
1761,149226.6892570925
1762,176504.7280869888
1763,167631.52138229492
1764,111971.30884835467
1765,185337.39137850865
1766,206235.90872312736
1767,240460.2502251063
1768,139535.6583859419
1769,166128.02199241132
1770,148118.5068684277
1771,123311.86687192418
1772,136537.61934949047
1773,119758.9848822507
1774,139330.29409314715
1775,138501.3828001792
1776,127459.7320541921
1777,108251.96891462427
1778,139467.90282424155
1779,126468.08311718365
1780,166189.201430412
1781,124671.97039386701
1782,89466.34463518074
1783,140866.36093021353
1784,96029.32124568301
1785,122697.11003317121
1786,144019.08306630238
1787,158508.7573491137
1788,68749.89509777998
1789,95975.7454082005
1790,76432.41004218323
1791,173182.7274425068
1792,162507.04449319837
1793,144270.82557525954
1794,149769.59107368445
1795,129438.23006610216
1796,134091.2246867002
1797,123227.5843980599
1798,119526.14920634704
1799,103690.03977560824
1800,125728.73682758739
1801,126322.44780328525
1802,141113.60935185888
1803,148973.74992496558
1804,130059.75163283882
1805,134720.96503032354
1806,141092.00849436142
1807,123414.54150081224
1808,119457.86091371054
1809,118203.77108079809
1810,137605.14098931322
1811,99316.5741801663
1812,95873.10050853937
1813,145647.8391794308
1814,118799.28882825545
1815,57194.92762194904
1816,104122.54847938631
1817,100680.69205104944
1818,129042.75977154625
1819,137423.53296992515
1820,54403.49659834316
1821,119171.42827358739
1822,154424.4136975328
1823,45986.58221201235
1824,131054.04266423776
1825,141451.3673794325
1826,109645.85806542715
1827,103975.12535276181
1828,143525.25967208907
1829,139205.02384451593
1830,145997.0463846071
1831,129461.36510484744
1832,63388.75910798208
1833,134305.07221253068
1834,130195.0549970345
1835,131108.91676091103
1836,125300.11097039026
1837,83775.83766053017
1838,121508.499439623
1839,110941.29632669687
1840,159132.98821303473
1841,117571.74859851721
1842,91313.18180201012
1843,135729.44717890047
1844,141538.36803114315
1845,156452.58428003176
1846,158497.3465455549
1847,162880.00967535164
1848,55291.91036432955
1849,107009.18355969146
1850,115310.04727750529
1851,141943.54909770782
1852,120899.45325538222
1853,118229.49478568482
1854,155325.2836277038
1855,140878.6687811411
1856,215547.56953045639
1857,122310.1086585322
1858,152609.92087293798
1859,129301.93372896322
1860,170755.26939086293
1861,128656.50562834165
1862,286222.2688307932
1863,272113.5317534169
1864,272136.93613766984
1865,347657.1522342083
1866,322776.2230662014
1867,228751.7171119069
1868,278036.2958475555
1869,209956.2180082666
1870,225805.814880413
1871,229135.7121480159
1872,170549.70526160466
1873,250278.46509898777
1874,155061.07184577326
1875,210988.17396160532
1876,204793.44742813223
1877,219092.4075509983
1878,195953.08947235695
1879,124196.80865169174
1880,136556.9130932595
1881,266876.1001407771
1882,238828.3070216001
1883,189116.63275271223
1884,207015.8976713891
1885,198005.59928989466
1886,266334.6039516783
1887,219195.33537399696
1888,285339.90567851224
1889,171542.44074657466
1890,119223.03089407156
1891,110867.59529307032
1892,106544.06917053083
1893,125317.5416051728
1894,114402.88201456399
1895,131923.85752460768
1896,127800.24130220446
1897,117558.56879671043
1898,111398.93401020147
1899,170591.10625516437
1900,159323.1813749844
1901,187972.50797151457
1902,168536.8225274781
1903,220165.58144152685
1904,136467.68264417318
1905,199284.05119585028
1906,154388.6381855952
1907,224125.3926431454
1908,106949.06611091025
1909,127202.50336151772
1910,116763.54441844692
1911,221594.8876925703
1912,323631.07211843046
1913,144160.687622709
1914,44893.397217706806
1915,333078.99383459287
1916,60903.92390301878
1917,248762.85384054345
1918,145817.57363410748
1919,183672.45764712995
1920,163899.99907262577
1921,398049.953303605
1922,336002.51536804123
1923,225920.71093210537
1924,227534.91002979633
1925,200361.7801691909
1926,395847.40505400166
1927,132874.72637173263
1928,168287.86383829892
1929,126018.44799798314
1930,127720.05860724155
1931,146633.79124073093
1932,139053.40866681462
1933,216728.1647540203
1934,186160.71984785877
1935,169744.85125379768
1936,187253.80242223054
1937,183061.46637856442
1938,164976.35011900353
1939,260171.5157010845
1940,203005.8708878892
1941,163322.07746896576
1942,157027.6034295852
1943,216439.70299870885
1944,346958.8423516757
1945,401523.65022861
1946,124843.69295703723
1947,161723.5306267034
1948,167603.34785518405
1949,260901.02046812966
1950,177700.99424309182
1951,234317.23434592554
1952,209333.94311178688
1953,166864.25587478676
1954,174270.646024658
1955,133868.0229739199
1956,363661.661635781
1957,152826.3162734966
1958,250352.81668560416
1959,127589.12658088897
1960,105151.6922434065
